ID,Activity ID,Activity Name,Project ID,Project Name,Activity type,Parent WBS ID,Resources,Resource IDs,Primary Resource,Schedule % Complete,Activity Status,Planned Start,Actual Start,Planned Finish,Actual Finish,Predecessor Details,Predecessors,Successor Details,Successors,Project Week Planned Start,Project Week Actual Start,Project Week Planned Finish,Project Week Actual Finish,Project Month Planned Start,Project Month Actual Start,Project Month Planned Finish,Project Month Actual Finish,Activity nth Percentile Rank by Start Date,Total Float,Full Path,In Degree Original,Out Degree Original,Betweeness Centrality Original,Forward Reach Original,Reverse Reach Original,Duration Original,Critical Path Index Original,Page Rank Original,In Degree Normalized,Out Degree Normalized,Betweeness Centrality Normalized,Forward Reach Normalized,Reverse Reach Normalized,Duration Normalized,Critical Path Index Normalized,Page Rank Normalized
1.3.1.1.4.2.4-2,10SGC-01-20,"Install Supports",7112,"CCGTD1_IPS",TT_Task,"58503",-,-,-,100,TK_Complete,30/09/2019,27/05/2019,24/10/2019,17/10/2019,"10BAT20 SS","10BAT20","10SGC-01-10 FS","10SGC-01-10",217,236,221,256,50,55,51,59,78,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-01) FF Spary Deluge System for BAT/ BBT SGC",1,1,0.0000008281,0.0026449644,0.0008138352,24,0.0,0.0001282231,0.0068493151,0.0030769231,0.00125,0.0067885117,0.0025740026,0.0538116592,0.0,0.0192517754
1.3.1.1.4.2.4-3,10SGC-01-30,"Hydro Test",7112,"CCGTD1_IPS",TT_Task,"58503",-,-,-,100,TK_Complete,01/11/2019,09/10/2019,05/11/2019,11/10/2019,"10SGC-01-10 FS","10SGC-01-10","10SGC-01-40 FS","10SGC-01-40",222,255,222,256,51,59,52,59,80,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-01) FF Spary Deluge System for BAT/ BBT SGC",1,1,0.0000014077,0.0022380468,0.0012207528,4,1.0,0.0002433422,0.0068493151,0.0030769231,0.002125,0.0057441253,0.0038610039,0.0089686099,1.0,0.066421582
1.3.1.1.4.2.4-4,10SGC-01-40,"Precommissioning/Flush/Clean",7112,"CCGTD1_IPS",TT_Task,"58503",-,-,-,100,TK_Complete,06/11/2019,12/10/2019,09/11/2019,17/10/2019,"10SGC-01-30 FS","10SGC-01-30","10SGC-01-50 FS","10SGC-01-50",223,256,223,256,52,59,52,59,81,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-01) FF Spary Deluge System for BAT/ BBT SGC",1,1,0.0000015733,0.002034588,0.0014242116,3,1.0,0.000288462,0.0068493151,0.0030769231,0.002375,0.0052219321,0.0045045045,0.0067264574,1.0,0.0849093556
1.3.1.1.4.2.4-5,10SGC-01-50,"Spray Test",7112,"CCGTD1_IPS",TT_Task,"58503",-,-,-,100,TK_Complete,09/04/2020,14/03/2020,13/04/2020,17/03/2020,"10SGC-01-40 FS,10SGA-02-60 FS","10SGC-01-40,10SGA-02-60","TOP1690 FS","TOP1690",245,278,245,278,57,64,57,65,91,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-01) FF Spary Deluge System for BAT/ BBT SGC",2,1,0.000001739,0.0018311292,0.002034588,4,1.0,0.0003579546,0.0136986301,0.0030769231,0.002625,0.0046997389,0.0064350064,0.0089686099,1.0,0.113383815
1.3.1.1.4.2.5,58502,"(00SGM) FF Protection System for UBN",7112,"CCGTD1_IPS",WBS,"58497",,,,100,Complete,08/10/2019,23/05/2019,01/04/2020,12/03/2020,,,,,218,235,244,277,51,55,56,64,,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG)"
1.3.1.1.4.2.5-1,00SGM-01-10,"Install Pipework/Valves/Sprinklers",7112,"CCGTD1_IPS",TT_Task,"58502",-,-,-,100,TK_Complete,08/10/2019,23/05/2019,05/11/2019,12/10/2019,"SI-SGA4A25 FS,SI-SG-4-56 FS,10EKT20-20 FS,SUB-BOP-160 FS,KD_E03 FS,KD_E04 FS,KD_E05 FS,A1010 FS,KD_D09 FS","SI-SGA4A25,SI-SG-4-56,10EKT20-20,SUB-BOP-160,KD_E03,KD_E04,KD_E05,A1010,KD_D09","00SGM-01-20 SS","00SGM-01-20",218,235,222,256,51,55,52,59,79,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGM) FF Protection System for UBN",9,1,0.0000205777,0.0034587996,0.0126144456,28,0.0,0.0002192517,0.0616438356,0.0030769231,0.0310625,0.0088772846,0.0398970399,0.0627802691,0.0,0.0565505707
1.3.1.1.4.2.5-2,00SGM-01-20,"Install Supports",7112,"CCGTD1_IPS",TT_Task,"58502",-,-,-,100,TK_Complete,19/10/2019,23/05/2019,11/11/2019,10/10/2019,"00SGM-01-10 SS","00SGM-01-10","00SGM-01-30 FS","00SGM-01-30",220,235,223,255,51,55,52,59,80,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGM) FF Protection System for UBN",1,1,0.0000186732,0.0032553408,0.0128179044,23,0.0,0.0002678746,0.0068493151,0.0030769231,0.0281875,0.0083550914,0.0405405405,0.0515695067,0.0,0.0764736877
1.3.1.1.4.2.5-3,00SGM-01-30,"Hydro Test",7112,"CCGTD1_IPS",TT_Task,"58502",-,-,-,100,TK_Complete,11/10/2019,11/10/2019,15/10/2019,15/10/2019,"00SGM-01-20 FS","00SGM-01-20","00SGM-01-40 FS","00SGM-01-40",219,256,219,256,51,59,51,59,79,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGM) FF Protection System for UBN",1,1,0.0000166858,0.003051882,0.0130213632,4,1.0,0.0003093513,0.0068493151,0.0030769231,0.0251875,0.0078328982,0.0411840412,0.0089686099,1.0,0.0934686781
1.3.1.1.4.2.5-4,00SGM-01-40,"Precommissioning/Flush/Clean",7112,"CCGTD1_IPS",TT_Task,"58502",-,-,-,100,TK_Complete,16/10/2019,16/10/2019,19/10/2019,19/10/2019,"00SGM-01-30 FS","00SGM-01-30","00SGM-01-50 FS","00SGM-01-50",220,256,220,257,51,59,51,60,79,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGM) FF Protection System for UBN",1,1,0.0000146156,0.0028484232,0.013224822,3,1.0,0.0003447455,0.0068493151,0.0030769231,0.0220625,0.007310705,0.0418275418,0.0067264574,1.0,0.107971411
1.3.1.1.4.2.5-5,00SGM-01-50,"Spray Test",7112,"CCGTD1_IPS",TT_Task,"58502",-,-,-,100,TK_Complete,28/03/2020,07/03/2020,01/04/2020,12/03/2020,"00SGM-01-40 FS","00SGM-01-40","TOP1740 FS,TOP2770 FS,TOP2780 FS,TOP2790 FS","TOP1740,TOP2770,TOP2780,TOP2790",243,277,244,277,56,64,56,64,89,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGM) FF Protection System for UBN",1,4,0.0000124626,0.0026449644,0.0134282808,4,1.0,0.0003748981,0.0068493151,0.0123076923,0.0188125,0.0067885117,0.0424710425,0.0089686099,1.0,0.1203263903
1.3.1.1.4.2.6,58501,"(10SGA) FF Indoor Hydrants 10SGA Inside 10ULA, 10UHA, 10UMC",7112,"CCGTD1_IPS",WBS,"58497",,,,100,Complete,30/09/2019,17/09/2019,11/12/2019,17/01/2020,,,,,217,252,228,270,50,58,53,63,,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG)"
1.3.1.1.4.2.6-1,10SGA10,"Install LB Pipework/Valves/Supports",7112,"CCGTD1_IPS",TT_Task,"58501",-,-,-,100,TK_Complete,30/09/2019,17/09/2019,24/10/2019,12/10/2019,"","","10SGA20 FS,10SGA30 SS","10SGA20,10SGA30",217,252,221,256,50,58,51,59,78,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGA) FF Indoor Hydrants 10SGA Inside 10ULA, 10UHA, 10UMC",0,2,0.0,0.0032553408,0.0,24,0.8,0.0000812387,0.0,0.0061538462,0.0,0.0083550914,0.0,0.0538116592,0.8,0.0
1.3.1.1.4.2.6-2,10SGA30,"Install all Hydrants/Supports",7112,"CCGTD1_IPS",TT_Task,"58501",-,-,-,100,TK_Complete,30/09/2019,17/09/2019,12/10/2019,10/10/2019,"10SGA10 SS","10SGA10","10SGA40 FS","10SGA40",217,252,219,255,50,58,51,59,78,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGA) FF Indoor Hydrants 10SGA Inside 10ULA, 10UHA, 10UMC",1,1,0.0000002898,0.0028484232,0.0002034588,12,0.0,0.0001089015,0.0068493151,0.0030769231,0.0004375,0.007310705,0.0006435006,0.0269058296,0.0,0.0113347829
1.3.1.1.4.2.6-3,10SGA40,"Hydro Test",7112,"CCGTD1_IPS",TT_Task,"58501",-,-,-,100,TK_Complete,14/10/2019,14/10/2019,18/10/2019,18/10/2019,"10SGA30 FS,10SGA20 FS","10SGA30,10SGA20","10SGA50 FS","10SGA50",219,256,220,257,51,59,51,59,79,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGA) FF Indoor Hydrants 10SGA Inside 10ULA, 10UHA, 10UMC",2,1,0.0000016148,0.0026449644,0.0006103764,4,1.0,0.0002784011,0.0136986301,0.0030769231,0.0024375,0.0067885117,0.0019305019,0.0089686099,1.0,0.0807868971
1.3.1.1.4.2.6-4,10SGA50,"Precommissioning/Flush/Clean",7112,"CCGTD1_IPS",TT_Task,"58501",-,-,-,100,TK_Complete,18/10/2019,19/10/2019,23/10/2019,17/01/2020,"10SGA40 FS","10SGA40","TOP1470 FS,TOP2740 FS,TOP2750 FS","TOP1470,TOP2740,TOP2750",220,257,221,270,51,60,51,63,80,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGA) FF Indoor Hydrants 10SGA Inside 10ULA, 10UHA, 10UMC",1,3,0.0000019874,0.0024415056,0.0008138352,5,0.0,0.0003182269,0.0068493151,0.0092307692,0.003,0.0062663185,0.0025740026,0.0112107623,0.0,0.0971054481
1.3.1.1.4.2.6-5,10SGA20,"Install SB Pipework/Valves/Supports",7112,"CCGTD1_IPS",TT_Task,"58501",-,-,-,100,TK_Complete,30/09/2019,17/09/2019,18/10/2019,14/10/2019,"10SGA10 FS","10SGA10","10SGA40 FS","10SGA40",217,252,220,256,50,58,51,59,78,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGA) FF Indoor Hydrants 10SGA Inside 10ULA, 10UHA, 10UMC",1,1,0.0000002898,0.0028484232,0.0002034588,18,0.0,0.0001227329,0.0068493151,0.0030769231,0.0004375,0.007310705,0.0006435006,0.0403587444,0.0,0.0170021743
1.3.1.1.4.2.6-6,10SGA60,"Provide TEMP Fire Water Supply",7112,"CCGTD1_IPS",TT_Task,"58501",-,-,-,100,TK_Complete,30/11/2019,20/11/2019,11/12/2019,30/11/2019,"","","TOP1470 FS","TOP1470",226,261,228,263,52,61,53,61,84,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGA) FF Indoor Hydrants 10SGA Inside 10ULA, 10UHA, 10UMC",0,1,0.0,0.0018311292,0.0,11,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0046997389,0.0,0.0246636771,1.0,0.0
1.3.1.1.4.2.7,58500,"(10SGC-02) FF Spray Deluge System 10SGC for Lube Oil / Seal Oil System",7112,"CCGTD1_IPS",WBS,"58497",,,,100,Complete,31/07/2019,05/08/2019,08/04/2020,14/01/2020,,,,,209,246,245,269,48,57,57,62,,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG)"
1.3.1.1.4.2.7-1,10SGA-02-20,"Install Supports",7112,"CCGTD1_IPS",TT_Task,"58500",-,-,-,100,TK_Complete,31/07/2019,05/08/2019,20/08/2019,09/10/2019,"","","10SGA-02-30 FS,10SGA-02-10 SS,10SGA-02-60 FS","10SGA-02-30,10SGA-02-10,10SGA-02-60",209,246,211,255,48,57,49,59,67,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge System 10SGC for Lube Oil / Seal Oil System",0,3,0.0,0.0036622584,0.0,20,0.0,0.0000812387,0.0,0.0092307692,0.0,0.0093994778,0.0,0.0448430493,0.0,0.0
1.3.1.1.4.2.7-2,10SGA-02-30,"Hydro Test",7112,"CCGTD1_IPS",TT_Task,"58500",-,-,-,100,TK_Complete,17/10/2019,08/10/2019,26/10/2019,12/10/2019,"10SGA-02-20 FS,10SGA-02-10 FS","10SGA-02-20,10SGA-02-10","10SGA-02-40 FS","10SGA-02-40",220,255,221,256,51,59,51,59,79,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge System 10SGC for Lube Oil / Seal Oil System",2,1,0.0000103096,0.0024415056,0.0120040692,9,1.0,0.0002398557,0.0136986301,0.0030769231,0.0155625,0.0062663185,0.037966538,0.0201793722,1.0,0.0649930231
1.3.1.1.4.2.7-3,10SGA-02-40,"Precommissioning/Flush/Clean",7112,"CCGTD1_IPS",TT_Task,"58500",-,-,-,100,TK_Complete,26/10/2019,11/10/2019,05/11/2019,19/10/2019,"10SGA-02-30 FS","10SGA-02-30","10SGA-02-50 FS","10SGA-02-50",221,256,222,257,51,59,52,60,80,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge System 10SGC for Lube Oil / Seal Oil System",1,1,0.0000083222,0.0022380468,0.012207528,10,1.0,0.0002854559,0.0068493151,0.0030769231,0.0125625,0.0057441253,0.0386100386,0.0224215247,1.0,0.0836776092
1.3.1.1.4.2.7-4,10SGA-02-50,"Spray Test",7112,"CCGTD1_IPS",TT_Task,"58500",-,-,-,100,TK_Complete,31/03/2020,04/01/2020,08/04/2020,14/01/2020,"10SGA-02-40 FS,10SGA-02-60 FF","10SGA-02-40,10SGA-02-60","TOP1480 FS,TOP2280 FS","TOP1480,TOP2280",243,268,245,269,56,62,57,62,90,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge System 10SGC for Lube Oil / Seal Oil System",2,2,0.000006459,0.002034588,0.0126144456,8,1.0,0.0003864778,0.0136986301,0.0061538462,0.00975,0.0052219321,0.0398970399,0.0179372197,1.0,0.1250711143
1.3.1.1.4.2.7-5,10SGA-02-10,"Install Deluge Pipework/Valves/Sprinklers",7112,"CCGTD1_IPS",TT_Task,"58500",-,-,-,100,TK_Complete,08/08/2019,08/08/2019,28/08/2019,11/10/2019,"SI-SGA4A25 FS,SI-SG-4-56 FS,SUB-BOP-160 FS,KD_E03 FS,KD_E04 FS,KD_E05 FS,A1010 FS,10SGA-02-20 SS","SI-SGA4A25,SI-SG-4-56,SUB-BOP-160,KD_E03,KD_E04,KD_E05,A1010,10SGA-02-20","10SGA-02-30 FS","10SGA-02-30",210,246,213,256,49,57,49,59,69,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge System 10SGC for Lube Oil / Seal Oil System",8,1,0.0000121313,0.0026449644,0.0118006104,20,0.0,0.0001714214,0.0547945205,0.0030769231,0.0183125,0.0067885117,0.0373230373,0.0448430493,0.0,0.0369521817
1.3.1.1.4.2.7-6,10SGA-02-60,"Provide TEMP Fire Water Supply",7112,"CCGTD1_IPS",TT_Task,"58500",-,-,-,100,TK_Complete,30/11/2019,20/11/2019,20/12/2019,03/01/2020,"10SGA-02-20 FS","10SGA-02-20","10SGA-02-50 FF,TOP2250 FS,10SGC-01-50 FS","10SGA-02-50,TOP2250,10SGC-01-50",226,261,229,268,52,61,53,62,84,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge System 10SGC for Lube Oil / Seal Oil System",1,3,0.0000005797,0.0028484232,0.0002034588,20,0.0,0.0001094661,0.0068493151,0.0092307692,0.000875,0.007310705,0.0006435006,0.0448430493,0.0,0.011566105
1.3.1.1.4.2.8,58499,"(10SGC-02) FF Spray Deluge Systems for 00UEH/UEJ/UEK Area",7112,"CCGTD1_IPS",WBS,"58497",,,,100,Complete,31/07/2019,05/08/2019,08/11/2019,14/01/2020,,,,,209,246,223,269,48,57,52,62,,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG)"
1.3.1.1.4.2.8-1,10SGC-02-10,"Install Deluge Pipework/Valves/Sprinklers",7112,"CCGTD1_IPS",TT_Task,"58499",-,-,-,100,TK_Complete,31/07/2019,05/08/2019,28/08/2019,11/10/2019,"KD_E03 FS,KD_E05 FS","KD_E03,KD_E05","10SGC-02-20 FS","10SGC-02-20",209,246,213,256,48,57,49,59,67,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge Systems for 00UEH/UEJ/UEK Area",2,1,0.0000004968,0.0026449644,0.0006103764,28,0.0,0.0000853012,0.0136986301,0.0030769231,0.00075,0.0067885117,0.0019305019,0.0627802691,0.0,0.0016645913
1.3.1.1.4.2.8-2,10SGC-02-20,"Install Supports",7112,"CCGTD1_IPS",TT_Task,"58499",-,-,-,100,TK_Complete,29/08/2019,07/08/2019,09/09/2019,12/10/2019,"10SGC-02-10 FS","10SGC-02-10","10SGC-02-30 FS","10SGC-02-30",213,246,214,256,49,57,50,59,70,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge Systems for 00UEH/UEJ/UEK Area",1,1,0.0000008695,0.0024415056,0.0008138352,11,0.0,0.0001538526,0.0068493151,0.0030769231,0.0013125,0.0062663185,0.0025740026,0.0246636771,0.0,0.0297534205
1.3.1.1.4.2.8-3,10SGC-02-30,"Hydro Test",7112,"CCGTD1_IPS",TT_Task,"58499",-,-,-,100,TK_Complete,25/10/2019,10/10/2019,30/10/2019,12/10/2019,"10SGC-02-20 FS","10SGC-02-20","10SGC-02-40 FS","10SGC-02-40",221,255,222,256,51,59,51,59,80,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge Systems for 00UEH/UEJ/UEK Area",1,1,0.0000011593,0.0022380468,0.001017294,5,1.0,0.0002121891,0.0068493151,0.0030769231,0.00175,0.0057441253,0.0032175032,0.0112107623,1.0,0.0536566647
1.3.1.1.4.2.8-4,10SGC-02-40,"Precommissioning/Flush/Clean",7112,"CCGTD1_IPS",TT_Task,"58499",-,-,-,100,TK_Complete,30/10/2019,10/10/2019,04/11/2019,14/10/2019,"10SGC-02-30 FS","10SGC-02-30","10SGC-02-50 FS","10SGC-02-50",222,255,222,256,51,59,51,59,80,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge Systems for 00UEH/UEJ/UEK Area",1,1,0.0000013663,0.002034588,0.0012207528,5,1.0,0.0002618896,0.0068493151,0.0030769231,0.0020625,0.0052219321,0.0038610039,0.0112107623,1.0,0.0740213697
1.3.1.1.4.2.8-5,10SGC-02-50,"Spray Test",7112,"CCGTD1_IPS",TT_Task,"58499",-,-,-,100,TK_Complete,04/11/2019,12/10/2019,08/11/2019,14/01/2020,"10SGC-02-40 FS","10SGC-02-40","TOP1480 FS","TOP1480",222,256,223,269,51,59,52,62,81,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(10SGC-02) FF Spray Deluge Systems for 00UEH/UEJ/UEK Area",1,1,0.0000014905,0.0018311292,0.0014242116,4,0.0,0.0003042679,0.0068493151,0.0030769231,0.00225,0.0046997389,0.0045045045,0.0089686099,0.0,0.0913857739
1.3.1.1.4.2.9,58498,"(00SGA-01) Fire Pump Station, Ring Main, Outdoors Hydrants",7112,"CCGTD1_IPS",WBS,"58497",,,,100,Complete,09/02/2019,15/01/2019,14/04/2020,17/01/2020,,,,,184,217,245,270,43,50,57,63,,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG)"
1.3.1.1.4.2.9-1,00SGA-01-10,"Install Skids/Euipment (Firehouse)",7112,"CCGTD1_IPS",TT_Task,"58498",-,-,-,100,TK_Complete,30/09/2019,12/10/2019,17/10/2019,19/10/2019,"KD_D06 FS,KD_E03 FS,KD_E05 FS,A1010 FS","KD_D06,KD_E03,KD_E05,A1010","00SGA-01-40 FF,00SGA-01-60 FS,00SGA-01-20 FS","00SGA-01-40,00SGA-01-60,00SGA-01-20",217,256,220,257,50,59,51,60,78,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGA-01) Fire Pump Station, Ring Main, Outdoors Hydrants",4,3,0.000001601,0.0036622584,0.0008138352,17,1.0,0.000085907,0.0273972603,0.0092307692,0.0024166667,0.0093994778,0.0025740026,0.0381165919,1.0,0.0019128174
1.3.1.1.4.2.9-2,00SGA-01-20,"Install LB Pipework/Valves/Supports (Firehouse)",7112,"CCGTD1_IPS",TT_Task,"58498",-,-,-,100,TK_Complete,18/10/2019,09/10/2019,29/10/2019,30/11/2019,"00SGA-01-10 FS","00SGA-01-10","00SGA-01-30 FS,00SGA-01-70 FS","00SGA-01-30,00SGA-01-70",220,255,221,263,51,59,51,61,80,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGA-01) Fire Pump Station, Ring Main, Outdoors Hydrants",1,2,0.0000010489,0.0028484232,0.001017294,11,0.0,0.0000862664,0.0068493151,0.0061538462,0.0015833333,0.007310705,0.0032175032,0.0246636771,0.0,0.0020600694
1.3.1.1.4.2.9-3,00SGA-01-30,"Install SB Pipework/Valves/Supports (Firehouse)",7112,"CCGTD1_IPS",TT_Task,"58498",-,-,-,100,TK_Complete,24/10/2019,11/10/2019,04/11/2019,30/11/2019,"00SGA-01-20 FS","00SGA-01-20","00SGA-01-70 FS,00SGA-01-90 FS","00SGA-01-70,00SGA-01-90",221,256,222,263,51,59,51,61,80,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGA-01) Fire Pump Station, Ring Main, Outdoors Hydrants",1,2,0.0000008281,0.0026449644,0.0012207528,11,0.0,0.00011636,0.0068493151,0.0061538462,0.00125,0.0067885117,0.0038610039,0.0246636771,0.0,0.0143908976
1.3.1.1.4.2.9-4,00SGA-01-40,"Install Ring Main",7112,"CCGTD1_IPS",TT_Task,"58498",-,-,-,100,TK_Complete,09/02/2019,15/01/2019,13/06/2019,17/01/2020,"00SGA-01-10 FF","00SGA-01-10","00SGA-01-50 FS,00SGA-01-70 FF","00SGA-01-50,00SGA-01-70",184,217,202,270,43,50,47,63,47,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGA-01) Fire Pump Station, Ring Main, Outdoors Hydrants",1,2,0.0000004692,0.0024415056,0.001017294,124,0.0,0.000137914,0.0068493151,0.0061538462,0.0007083333,0.0062663185,0.0032175032,0.2780269058,0.0,0.0232226002
1.3.1.1.4.2.9-5,00SGA-01-50,"Install all Hydrants/Supports",7112,"CCGTD1_IPS",TT_Task,"58498",-,-,-,100,TK_Complete,14/10/2019,14/10/2019,30/10/2019,06/01/2020,"00SGA-01-40 FS","00SGA-01-40","00SGA-01-70 FS","00SGA-01-70",219,256,222,268,51,59,51,62,79,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGA-01) Fire Pump Station, Ring Main, Outdoors Hydrants",1,1,0.0,0.0022380468,0.0012207528,16,0.0,0.0001483171,0.0068493151,0.0030769231,0.0,0.0057441253,0.0038610039,0.0358744395,0.0,0.0274852517
1.3.1.1.4.2.9-6,00SGA-01-60,"EC+I",7112,"CCGTD1_IPS",TT_Task,"58498",-,-,-,100,TK_Complete,12/10/2019,09/10/2019,06/11/2019,18/10/2019,"SI-BZK4-58 FS,SI-BZK4-25 FS,00SGA-01-10 FS,CP-BZP7A15 FS","SI-BZK4-58,SI-BZK4-25,00SGA-01-10,CP-BZP7A15","00SGA-01-70 FS","00SGA-01-70",219,255,223,257,51,59,52,59,79,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGA-01) Fire Pump Station, Ring Main, Outdoors Hydrants",4,1,0.0000038644,0.0022380468,0.0069175992,25,1.0,0.0001160875,0.0273972603,0.0030769231,0.0058333333,0.0057441253,0.0218790219,0.0560538117,1.0,0.0142792289
1.3.1.1.4.2.9-7,00SGA-01-70,"Hydro Test",7112,"CCGTD1_IPS",TT_Task,"58498",-,-,-,100,TK_Complete,02/04/2020,07/01/2020,14/04/2020,17/01/2020,"00SGA-01-60 FS,00SGA-01-30 FS,00SGA-01-50 FS,00SGA-01-20 FS,00SGA-01-40 FF","00SGA-01-60,00SGA-01-30,00SGA-01-50,00SGA-01-20,00SGA-01-40","00SGA-01-80 FF","00SGA-01-80",244,268,245,270,56,62,57,63,90,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGA-01) Fire Pump Station, Ring Main, Outdoors Hydrants",5,1,0.000004513,0.002034588,0.0079348932,12,1.0,0.0004489673,0.0342465753,0.0030769231,0.0068125,0.0052219321,0.0250965251,0.0269058296,1.0,0.1506760847
1.3.1.1.4.2.9-8,00SGA-01-80,"Precommissioning/Flush/Clean",7112,"CCGTD1_IPS",TT_Task,"58498",-,-,-,100,TK_Complete,08/04/2020,12/01/2020,14/04/2020,17/01/2020,"00SGA-01-70 FF,00SGA-01-90 FF","00SGA-01-70,00SGA-01-90","TOP2250 FS","TOP2250",245,269,245,270,57,62,57,63,91,,"CCGT D1_Integrated Programme Schedule;M&E;Construction;M&E Construction;Others (FF & Buildings);Fire Fighting (SG);(00SGA-01) Fire Pump Station, Ring Main, Outdoors Hydrants",2,1,0.0000033537,0.0018311292,0.0083418108,6,1.0,0.0005709374,0.0136986301,0.0030769231,0.0050625,0.0046997389,0.0263835264,0.0134529148,1.0,0.2006531021
